id,order_datetime,customer_document_number,total,status
498,2021-09-01 00:00:00,10,1304.09,COMPLETED
499,2021-09-01 00:00:00,5,735.60,COMPLETED
500,2021-09-01 00:00:00,11,46.77,COMPLETED
501,2021-09-01 00:00:00,2,93.54,COMPLETED
502,2021-09-01 00:00:00,5,230.99,COMPLETED
503,2021-09-01 00:00:00,1,224.80,COMPLETED
504,2021-09-01 00:00:00,5,122.32,COMPLETED
505,2021-09-01 00:00:00,12,480.35,COMPLETED
506,2021-09-01 00:00:00,3,2.25,COMPLETED
507,2021-09-01 00:00:00,9,2.25,COMPLETED
508,2021-09-01 00:00:00,8,140.31,COMPLETED
509,2021-09-01 00:00:00,8,87.50,COMPLETED
510,2021-09-01 00:00:00,2,22.88,COMPLETED
511,2021-09-01 00:00:00,3,841.35,COMPLETED
512,2021-09-01 00:00:00,9,75.55,COMPLETED
513,2021-09-01 00:00:00,12,841.35,COMPLETED
514,2021-09-01 00:00:00,2,99.99,COMPLETED
515,2021-09-01 00:00:00,11,480.35,COMPLETED
516,2021-09-01 00:00:00,10,75.55,COMPLETED
517,2021-09-01 00:00:00,12,87.50,COMPLETED
518,2021-09-01 00:00:00,10,1831.00,COMPLETED
519,2021-09-01 00:00:00,11,841.35,COMPLETED
520,2021-09-01 00:00:00,2,841.35,COMPLETED
521,2021-09-01 00:00:00,8,51.27,COMPLETED
522,2021-09-01 00:00:00,5,480.35,COMPLETED
523,2021-09-01 00:00:00,11,22.88,COMPLETED
524,2021-09-01 00:00:00,3,87.50,COMPLETED
525,2021-09-01 00:00:00,2,42.99,COMPLETED
526,2021-09-01 00:00:00,12,42.99,COMPLETED
527,2021-09-01 00:00:00,10,224.80,COMPLETED
528,2021-09-01 00:00:00,2,735.60,COMPLETED
529,2021-09-01 00:00:00,8,99.99,COMPLETED
530,2021-09-01 00:00:00,1,230.99,COMPLETED
531,2021-09-01 00:00:00,1,2.25,COMPLETED
532,2021-09-01 00:00:00,9,915.50,COMPLETED
533,2021-09-01 00:00:00,3,480.35,COMPLETED
534,2021-09-01 00:00:00,1,99.99,COMPLETED
535,2021-09-01 00:00:00,5,42.99,COMPLETED
536,2021-09-01 00:00:00,10,87.50,COMPLETED
537,2021-09-01 00:00:00,9,503.23,COMPLETED
538,2021-09-01 00:00:00,9,122.32,COMPLETED
539,2021-09-01 00:00:00,8,480.35,COMPLETED
540,2021-09-01 00:00:00,2,915.50,COMPLETED
541,2021-09-01 00:00:00,11,230.99,COMPLETED
542,2021-09-01 00:00:00,9,42.99,COMPLETED
543,2021-09-01 00:00:00,1,42.99,COMPLETED
544,2021-09-01 00:00:00,5,42.99,COMPLETED
545,2021-09-01 00:00:00,8,46.77,COMPLETED
546,2021-09-01 00:00:00,5,1471.20,COMPLETED
547,2021-09-01 00:00:00,3,841.35,COMPLETED
548,2021-09-01 00:00:00,5,480.35,COMPLETED
549,2021-09-01 00:00:00,8,112.40,COMPLETED
550,2021-09-01 00:00:00,5,46.77,COMPLETED
551,2021-09-01 00:00:00,8,915.50,COMPLETED
552,2021-09-01 00:00:00,11,841.35,COMPLETED
553,2021-09-01 00:00:00,11,841.35,COMPLETED
554,2021-09-01 00:00:00,12,2.25,COMPLETED
555,2021-09-01 00:00:00,5,841.35,COMPLETED
556,2021-09-01 00:00:00,11,75.55,COMPLETED
557,2021-09-01 00:00:00,11,841.35,COMPLETED
558,2021-09-01 00:00:00,12,841.35,COMPLETED
559,2021-09-01 00:00:00,5,87.50,COMPLETED
560,2021-09-01 00:00:00,5,230.99,COMPLETED
561,2021-09-01 00:00:00,10,112.40,COMPLETED
562,2021-09-01 00:00:00,3,841.35,COMPLETED
563,2021-09-01 00:00:00,1,230.99,COMPLETED
564,2021-09-01 00:00:00,3,99.99,COMPLETED
565,2021-09-01 00:00:00,5,253.87,COMPLETED
566,2021-09-01 00:00:00,5,99.99,COMPLETED
567,2021-09-01 00:00:00,11,230.99,COMPLETED
568,2021-09-01 00:00:00,10,75.55,COMPLETED
569,2021-09-01 00:00:00,11,841.35,COMPLETED
570,2021-09-01 00:00:00,9,915.50,COMPLETED
571,2021-09-01 00:00:00,10,1191.69,COMPLETED
572,2021-09-01 00:00:00,8,42.99,COMPLETED
573,2021-09-01 00:00:00,5,2.25,COMPLETED
574,2021-09-01 00:00:00,5,735.60,COMPLETED
575,2021-09-01 00:00:00,11,46.77,COMPLETED
576,2021-09-01 00:00:00,11,480.35,COMPLETED
577,2021-09-01 00:00:00,12,46.77,COMPLETED
578,2021-09-01 00:00:00,12,98.43,COMPLETED
579,2021-09-01 00:00:00,2,22.88,COMPLETED
580,2021-09-01 00:00:00,10,735.60,COMPLETED
581,2021-09-01 00:00:00,3,2.25,COMPLETED
582,2021-09-01 00:00:00,12,230.99,COMPLETED
583,2021-09-01 00:00:00,1,75.55,COMPLETED
584,2021-09-01 00:00:00,5,915.50,COMPLETED
585,2021-09-01 00:00:00,9,75.55,COMPLETED
586,2021-09-01 00:00:00,1,87.50,COMPLETED
587,2021-09-01 00:00:00,5,735.60,COMPLETED
588,2021-09-01 00:00:00,11,93.54,COMPLETED
589,2021-09-01 00:00:00,5,567.85,COMPLETED
590,2021-09-01 00:00:00,8,45.76,COMPLETED
591,2021-09-01 00:00:00,5,46.77,COMPLETED
592,2021-09-01 00:00:00,2,735.60,COMPLETED
593,2021-09-01 00:00:00,2,2.25,COMPLETED
594,2021-09-01 00:00:00,2,99.99,COMPLETED
595,2021-09-01 00:00:00,3,233.24,COMPLETED
596,2021-09-01 00:00:00,3,735.60,COMPLETED
597,2021-09-01 00:00:00,8,480.35,COMPLETED
598,2021-09-01 00:00:00,11,841.35,COMPLETED
599,2021-09-01 00:00:00,12,841.35,COMPLETED
600,2021-09-01 00:00:00,8,75.55,COMPLETED
601,2021-09-01 00:00:00,1,4.50,COMPLETED
602,2021-09-01 00:00:00,11,42.99,COMPLETED
603,2021-09-01 00:00:00,9,112.40,COMPLETED
604,2021-09-01 00:00:00,10,112.40,COMPLETED
605,2021-09-01 00:00:00,3,735.60,COMPLETED
606,2021-09-01 00:00:00,3,230.99,COMPLETED
607,2021-09-01 00:00:00,12,46.77,COMPLETED
608,2021-09-01 00:00:00,11,480.35,COMPLETED
609,2021-09-01 00:00:00,12,841.35,COMPLETED
610,2021-09-01 00:00:00,10,480.35,COMPLETED
611,2021-09-01 00:00:00,2,42.99,COMPLETED
612,2021-09-01 00:00:00,10,841.35,COMPLETED
613,2021-09-01 00:00:00,8,480.35,COMPLETED
614,2021-09-01 00:00:00,3,841.35,COMPLETED
615,2021-09-01 00:00:00,11,841.35,COMPLETED
616,2021-09-01 00:00:00,5,966.59,COMPLETED
617,2021-09-01 00:00:00,12,480.35,COMPLETED
618,2021-09-01 00:00:00,12,735.60,COMPLETED
619,2021-09-01 00:00:00,12,112.40,COMPLETED
620,2021-09-01 00:00:00,2,960.70,COMPLETED
621,2021-09-01 00:00:00,3,42.99,COMPLETED
622,2021-09-01 00:00:00,12,735.60,COMPLETED
623,2021-09-01 00:00:00,10,42.99,COMPLETED
624,2021-09-01 00:00:00,3,22.88,COMPLETED
625,2021-09-01 00:00:00,10,4.50,COMPLETED
626,2021-09-01 00:00:00,3,22.88,COMPLETED
627,2021-09-01 00:00:00,5,99.99,COMPLETED
628,2021-09-01 00:00:00,5,99.99,COMPLETED
629,2021-09-01 00:00:00,12,2.25,COMPLETED
630,2021-09-01 00:00:00,8,87.50,COMPLETED
631,2021-09-01 00:00:00,8,87.50,COMPLETED
632,2021-09-01 00:00:00,11,230.99,COMPLETED
633,2021-09-01 00:00:00,8,841.35,COMPLETED
634,2021-09-01 00:00:00,2,735.60,COMPLETED
635,2021-09-01 00:00:00,10,735.60,COMPLETED
636,2021-09-01 00:00:00,8,461.98,COMPLETED
637,2021-09-01 00:00:00,2,75.55,COMPLETED
638,2021-09-01 00:00:00,8,735.60,COMPLETED
639,2021-09-01 00:00:00,2,42.99,COMPLETED
640,2021-09-01 00:00:00,2,230.99,COMPLETED
641,2021-09-01 00:00:00,5,2524.05,COMPLETED
642,2021-09-01 00:00:00,8,230.99,COMPLETED
643,2021-09-01 00:00:00,11,112.40,COMPLETED
644,2021-09-01 00:00:00,8,65.87,COMPLETED
645,2021-09-01 00:00:00,10,233.24,COMPLETED
646,2021-09-01 00:00:00,11,2.25,COMPLETED
647,2021-09-01 00:00:00,3,75.55,COMPLETED
648,2021-09-01 00:00:00,8,42.99,COMPLETED
649,2021-09-01 00:00:00,8,4.50,COMPLETED
650,2021-09-01 00:00:00,1,461.98,COMPLETED
651,2021-09-01 00:00:00,9,46.77,COMPLETED
652,2021-09-01 00:00:00,3,230.99,COMPLETED
653,2021-09-01 00:00:00,1,99.99,COMPLETED
654,2021-09-01 00:00:00,10,735.60,COMPLETED
655,2021-09-01 00:00:00,3,778.59,COMPLETED
656,2021-09-01 00:00:00,5,146.76,COMPLETED
657,2021-09-01 00:00:00,2,230.99,COMPLETED
658,2021-09-01 00:00:00,12,527.12,COMPLETED
659,2021-09-01 00:00:00,12,99.99,COMPLETED
660,2021-09-01 00:00:00,1,915.50,COMPLETED
661,2021-09-01 00:00:00,1,1682.70,COMPLETED
662,2021-09-01 00:00:00,1,99.99,COMPLETED
663,2021-09-01 00:00:00,8,480.35,COMPLETED
664,2021-09-01 00:00:00,1,735.60,COMPLETED
665,2021-09-01 00:00:00,9,841.35,COMPLETED
666,2021-09-01 00:00:00,12,230.99,COMPLETED
667,2021-09-01 00:00:00,12,1682.70,COMPLETED
668,2021-09-01 00:00:00,12,4.50,COMPLETED
669,2021-09-01 00:00:00,2,75.55,COMPLETED
670,2021-09-01 00:00:00,5,42.99,COMPLETED
671,2021-09-01 00:00:00,1,480.35,COMPLETED
672,2021-09-01 00:00:00,10,230.99,COMPLETED
673,2021-09-01 00:00:00,8,46.77,COMPLETED
674,2021-09-01 00:00:00,8,175.00,COMPLETED
675,2021-09-01 00:00:00,11,480.35,COMPLETED
676,2021-09-01 00:00:00,2,46.77,COMPLETED
677,2021-09-01 00:00:00,1,42.99,COMPLETED
678,2021-09-01 00:00:00,1,2.25,COMPLETED
679,2021-09-01 00:00:00,5,915.50,COMPLETED
680,2021-09-01 00:00:00,11,480.35,COMPLETED
681,2021-09-01 00:00:00,3,112.40,COMPLETED
682,2021-09-01 00:00:00,9,22.88,COMPLETED
683,2021-09-01 00:00:00,5,99.99,COMPLETED
684,2021-09-01 00:00:00,8,915.50,COMPLETED
685,2021-09-01 00:00:00,2,151.10,COMPLETED
686,2021-09-01 00:00:00,10,187.49,COMPLETED
687,2021-09-01 00:00:00,10,99.99,COMPLETED
688,2021-09-01 00:00:00,5,42.99,COMPLETED
689,2021-09-01 00:00:00,1,87.50,COMPLETED
690,2021-09-01 00:00:00,2,915.50,COMPLETED
691,2021-09-01 00:00:00,3,87.50,COMPLETED
692,2021-09-01 00:00:00,3,2.25,COMPLETED
693,2021-09-01 00:00:00,3,841.35,COMPLETED
694,2021-09-01 00:00:00,5,735.60,COMPLETED
695,2021-09-01 00:00:00,12,93.54,COMPLETED
696,2021-09-01 00:00:00,2,1831.00,COMPLETED
697,2021-09-01 00:00:00,5,99.99,COMPLETED
698,2021-09-01 00:00:00,10,480.35,COMPLETED
699,2021-09-01 00:00:00,9,46.77,COMPLETED
700,2021-09-01 00:00:00,3,75.55,COMPLETED
701,2021-09-01 00:00:00,11,735.60,COMPLETED
702,2021-09-01 00:00:00,11,99.99,COMPLETED
703,2021-09-01 00:00:00,12,46.77,COMPLETED
704,2021-09-01 00:00:00,2,276.75,COMPLETED
705,2021-09-01 00:00:00,1,46.77,COMPLETED
706,2021-09-01 00:00:00,3,42.99,COMPLETED
707,2021-09-01 00:00:00,12,87.50,COMPLETED
708,2021-09-01 00:00:00,10,93.54,COMPLETED
709,2021-09-01 00:00:00,9,299.97,COMPLETED
710,2021-09-01 00:00:00,9,841.35,COMPLETED
711,2021-09-01 00:00:00,12,46.77,COMPLETED
712,2021-09-01 00:00:00,12,42.99,COMPLETED
713,2021-09-01 00:00:00,10,480.35,COMPLETED
714,2021-09-01 00:00:00,11,4.50,COMPLETED
715,2021-09-01 00:00:00,5,75.55,COMPLETED
716,2021-09-01 00:00:00,11,151.10,COMPLETED
717,2021-09-01 00:00:00,3,42.99,COMPLETED
718,2021-09-01 00:00:00,5,735.60,COMPLETED
719,2021-09-01 00:00:00,12,915.50,COMPLETED
720,2021-09-01 00:00:00,5,75.55,COMPLETED
721,2021-09-01 00:00:00,12,46.77,COMPLETED
722,2021-09-01 00:00:00,3,212.39,COMPLETED
723,2021-09-01 00:00:00,11,884.34,COMPLETED
724,2021-09-01 00:00:00,1,2.25,COMPLETED
725,2021-09-01 00:00:00,1,46.77,COMPLETED
726,2021-09-01 00:00:00,10,735.60,COMPLETED
727,2021-09-01 00:00:00,8,2.25,COMPLETED
728,2021-09-01 00:00:00,8,42.99,COMPLETED
729,2021-09-01 00:00:00,2,915.50,COMPLETED
730,2021-09-01 00:00:00,8,42.99,COMPLETED
731,2021-09-01 00:00:00,2,22.88,COMPLETED
732,2021-09-01 00:00:00,11,75.55,COMPLETED
733,2021-09-01 00:00:00,1,112.40,COMPLETED
734,2021-09-01 00:00:00,8,915.50,COMPLETED
735,2021-09-01 00:00:00,8,480.35,COMPLETED
736,2021-09-01 00:00:00,1,480.35,COMPLETED
737,2021-09-01 00:00:00,3,22.88,COMPLETED
738,2021-09-01 00:00:00,12,2.25,COMPLETED
739,2021-09-01 00:00:00,12,841.35,COMPLETED
740,2021-09-01 00:00:00,8,99.99,COMPLETED
741,2021-09-01 00:00:00,5,230.99,COMPLETED
742,2021-09-01 00:00:00,1,735.60,COMPLETED
743,2021-09-01 00:00:00,12,6.75,COMPLETED
744,2021-09-01 00:00:00,9,46.77,COMPLETED
745,2021-09-01 00:00:00,5,4.50,COMPLETED
746,2021-09-01 00:00:00,8,841.35,COMPLETED
747,2021-09-01 00:00:00,8,46.77,COMPLETED
748,2021-09-01 00:00:00,1,230.99,COMPLETED
749,2021-09-01 00:00:00,1,230.99,COMPLETED
750,2021-09-01 00:00:00,8,735.60,COMPLETED
751,2021-09-01 00:00:00,9,99.99,COMPLETED
752,2021-09-01 00:00:00,5,46.77,COMPLETED
753,2021-09-01 00:00:00,10,841.35,COMPLETED
754,2021-09-01 00:00:00,11,915.50,COMPLETED
755,2021-09-01 00:00:00,3,230.99,COMPLETED
756,2021-09-01 00:00:00,8,841.35,COMPLETED
757,2021-09-01 00:00:00,12,42.99,COMPLETED
758,2021-09-01 00:00:00,10,480.35,COMPLETED
759,2021-09-01 00:00:00,10,230.99,COMPLETED
760,2021-09-01 00:00:00,9,87.50,COMPLETED
761,2021-09-01 00:00:00,9,42.99,COMPLETED
762,2021-09-01 00:00:00,2,22.88,COMPLETED
763,2021-09-01 00:00:00,10,128.97,COMPLETED
764,2021-09-01 00:00:00,10,735.60,COMPLETED
765,2021-09-01 00:00:00,12,75.55,COMPLETED
766,2021-09-01 00:00:00,11,230.99,COMPLETED
767,2021-09-01 00:00:00,2,1682.70,COMPLETED
768,2021-09-01 00:00:00,1,480.35,COMPLETED
769,2021-09-01 00:00:00,3,735.60,COMPLETED
770,2021-09-01 00:00:00,3,1831.00,COMPLETED
771,2021-09-01 00:00:00,3,480.35,COMPLETED
772,2021-09-01 00:00:00,1,46.77,COMPLETED
773,2021-09-01 00:00:00,2,99.99,COMPLETED
774,2021-09-01 00:00:00,10,1027.90,COMPLETED
775,2021-09-01 00:00:00,5,2.25,COMPLETED
776,2021-09-01 00:00:00,3,230.99,COMPLETED
777,2021-09-01 00:00:00,8,77.80,COMPLETED
778,2021-09-01 00:00:00,3,915.50,COMPLETED
779,2021-09-01 00:00:00,3,2.25,COMPLETED
780,2021-09-01 00:00:00,5,2.25,COMPLETED
781,2021-09-01 00:00:00,3,99.99,COMPLETED
782,2021-09-01 00:00:00,1,112.40,COMPLETED
783,2021-09-01 00:00:00,9,22.88,COMPLETED
784,2021-09-01 00:00:00,3,735.60,COMPLETED
785,2021-09-01 00:00:00,1,42.99,COMPLETED
786,2021-09-01 00:00:00,2,87.50,COMPLETED
787,2021-09-01 00:00:00,10,2.25,COMPLETED
788,2021-09-01 00:00:00,12,1015.49,COMPLETED
789,2021-09-01 00:00:00,2,915.50,COMPLETED
790,2021-09-01 00:00:00,11,480.35,COMPLETED
791,2021-09-01 00:00:00,10,841.35,COMPLETED
792,2021-09-01 00:00:00,9,480.35,COMPLETED
793,2021-09-01 00:00:00,10,480.35,COMPLETED
794,2021-09-01 00:00:00,1,22.88,COMPLETED
795,2021-09-01 00:00:00,1,1682.70,COMPLETED
796,2021-09-01 00:00:00,12,480.35,COMPLETED
797,2021-09-01 00:00:00,11,99.99,COMPLETED
798,2021-09-01 00:00:00,1,2.25,COMPLETED
799,2021-09-01 00:00:00,12,230.99,COMPLETED
800,2021-09-01 00:00:00,2,915.50,COMPLETED
801,2021-10-01 00:00:00,11,93.54,COMPLETED
802,2021-10-01 00:00:00,1,841.35,COMPLETED
803,2021-10-01 00:00:00,9,112.40,COMPLETED
804,2021-10-01 00:00:00,1,915.50,COMPLETED
805,2021-10-01 00:00:00,9,991.05,COMPLETED
806,2021-10-01 00:00:00,10,46.77,COMPLETED
807,2021-10-01 00:00:00,1,46.77,COMPLETED
808,2021-10-01 00:00:00,5,692.97,COMPLETED
809,2021-10-01 00:00:00,3,735.60,COMPLETED
810,2021-10-01 00:00:00,5,230.99,COMPLETED
811,2021-10-01 00:00:00,5,735.60,COMPLETED
812,2021-10-01 00:00:00,10,87.50,COMPLETED
813,2021-10-01 00:00:00,9,230.99,COMPLETED
814,2021-10-01 00:00:00,2,224.80,COMPLETED
815,2021-10-01 00:00:00,2,87.50,COMPLETED
816,2021-10-01 00:00:00,11,230.99,COMPLETED
817,2021-10-01 00:00:00,1,112.40,COMPLETED
818,2021-10-01 00:00:00,8,116.90,COMPLETED
819,2021-10-01 00:00:00,2,87.50,COMPLETED
820,2021-10-01 00:00:00,5,2.25,COMPLETED
821,2021-10-01 00:00:00,12,915.50,COMPLETED
822,2021-10-01 00:00:00,3,99.99,COMPLETED
823,2021-10-01 00:00:00,10,99.99,COMPLETED
824,2021-10-01 00:00:00,8,87.50,COMPLETED
825,2021-10-01 00:00:00,10,1495.84,COMPLETED
826,2021-10-01 00:00:00,2,516.37,COMPLETED
827,2021-10-01 00:00:00,2,46.77,COMPLETED
828,2021-10-01 00:00:00,9,122.32,COMPLETED
829,2021-10-01 00:00:00,2,199.98,COMPLETED
830,2021-10-01 00:00:00,10,2.25,COMPLETED
831,2021-10-01 00:00:00,1,841.35,COMPLETED
832,2021-10-01 00:00:00,3,915.50,COMPLETED
833,2021-10-01 00:00:00,3,480.35,COMPLETED
834,2021-10-01 00:00:00,2,915.50,COMPLETED
835,2021-10-01 00:00:00,11,22.88,COMPLETED
836,2021-10-01 00:00:00,3,22.88,COMPLETED
837,2021-10-01 00:00:00,9,134.27,COMPLETED
838,2021-10-01 00:00:00,1,230.99,COMPLETED
839,2021-10-01 00:00:00,9,915.50,COMPLETED
840,2021-10-01 00:00:00,12,22.88,COMPLETED
841,2021-10-01 00:00:00,8,75.55,COMPLETED
842,2021-10-01 00:00:00,10,75.55,COMPLETED
843,2021-10-01 00:00:00,10,99.99,COMPLETED
844,2021-10-01 00:00:00,12,2.25,COMPLETED
845,2021-10-01 00:00:00,9,2.25,COMPLETED
846,2021-10-01 00:00:00,10,841.35,COMPLETED
847,2021-10-01 00:00:00,5,4.50,COMPLETED
848,2021-10-01 00:00:00,3,503.23,COMPLETED
849,2021-10-01 00:00:00,11,1758.25,COMPLETED
850,2021-10-01 00:00:00,12,230.99,COMPLETED
851,2021-10-01 00:00:00,12,46.77,COMPLETED
852,2021-10-01 00:00:00,3,735.60,COMPLETED
853,2021-10-01 00:00:00,12,42.99,COMPLETED
854,2021-10-01 00:00:00,2,42.99,COMPLETED
855,2021-10-01 00:00:00,2,42.99,COMPLETED
856,2021-10-01 00:00:00,12,99.99,COMPLETED
857,2021-10-01 00:00:00,3,22.88,COMPLETED
858,2021-10-01 00:00:00,10,199.98,COMPLETED
859,2021-10-01 00:00:00,12,75.55,COMPLETED
860,2021-10-01 00:00:00,3,99.99,COMPLETED
861,2021-10-01 00:00:00,11,841.35,COMPLETED
862,2021-10-01 00:00:00,12,915.50,COMPLETED
863,2021-10-01 00:00:00,5,2.25,COMPLETED
864,2021-10-01 00:00:00,10,151.10,COMPLETED
865,2021-10-01 00:00:00,12,915.50,COMPLETED
866,2021-10-01 00:00:00,8,841.35,COMPLETED
867,2021-10-01 00:00:00,11,42.99,COMPLETED
868,2021-10-01 00:00:00,10,461.98,COMPLETED
869,2021-10-01 00:00:00,1,915.50,COMPLETED
870,2021-10-01 00:00:00,5,915.50,COMPLETED
871,2021-10-01 00:00:00,12,230.99,COMPLETED
872,2021-10-01 00:00:00,10,841.35,COMPLETED
873,2021-10-01 00:00:00,5,99.99,COMPLETED
874,2021-10-01 00:00:00,2,42.99,COMPLETED
875,2021-10-01 00:00:00,10,99.99,COMPLETED
876,2021-10-01 00:00:00,5,87.50,COMPLETED
877,2021-10-01 00:00:00,9,841.35,COMPLETED
878,2021-10-01 00:00:00,10,1576.95,COMPLETED
879,2021-10-01 00:00:00,8,112.40,COMPLETED
880,2021-10-01 00:00:00,12,1471.20,COMPLETED
881,2021-10-01 00:00:00,9,99.99,COMPLETED
882,2021-10-01 00:00:00,8,87.50,COMPLETED
883,2021-10-01 00:00:00,11,916.90,COMPLETED
884,2021-10-01 00:00:00,2,2.25,COMPLETED
885,2021-10-01 00:00:00,1,2.25,COMPLETED
886,2021-10-01 00:00:00,3,42.99,COMPLETED
887,2021-10-01 00:00:00,11,75.55,COMPLETED
888,2021-10-01 00:00:00,9,1831.00,COMPLETED
889,2021-10-01 00:00:00,1,230.99,COMPLETED
890,2021-10-01 00:00:00,3,22.88,COMPLETED
891,2021-10-01 00:00:00,12,2.25,COMPLETED
892,2021-10-01 00:00:00,11,1758.25,COMPLETED
893,2021-10-01 00:00:00,12,2.25,COMPLETED
894,2021-10-01 00:00:00,1,155.39,COMPLETED
895,2021-10-01 00:00:00,2,1027.90,COMPLETED
896,2021-10-01 00:00:00,2,99.99,COMPLETED
897,2021-10-01 00:00:00,1,841.35,COMPLETED
898,2021-10-01 00:00:00,11,87.50,COMPLETED
899,2021-10-01 00:00:00,2,75.55,COMPLETED
900,2021-10-01 00:00:00,12,230.99,COMPLETED
901,2021-10-01 00:00:00,3,75.55,COMPLETED
902,2021-10-01 00:00:00,10,1003.69,COMPLETED
903,2021-10-01 00:00:00,2,112.40,COMPLETED
904,2021-10-01 00:00:00,3,841.35,COMPLETED
905,2021-10-01 00:00:00,12,87.50,COMPLETED
906,2021-10-01 00:00:00,2,841.35,COMPLETED
907,2021-10-01 00:00:00,10,230.99,COMPLETED
908,2021-10-01 00:00:00,11,480.35,COMPLETED
909,2021-10-01 00:00:00,9,42.99,COMPLETED
910,2021-10-01 00:00:00,5,230.99,COMPLETED
911,2021-10-01 00:00:00,10,480.35,COMPLETED
912,2021-10-01 00:00:00,11,75.55,COMPLETED
913,2021-10-01 00:00:00,1,735.60,COMPLETED
914,2021-10-01 00:00:00,10,915.50,COMPLETED
915,2021-10-01 00:00:00,1,112.40,COMPLETED
916,2021-10-01 00:00:00,8,87.50,COMPLETED
917,2021-10-01 00:00:00,10,151.10,COMPLETED
918,2021-10-01 00:00:00,2,89.76,COMPLETED
919,2021-10-01 00:00:00,2,151.10,COMPLETED
920,2021-10-01 00:00:00,11,230.99,COMPLETED
921,2021-10-01 00:00:00,12,22.88,COMPLETED
922,2021-10-01 00:00:00,12,2.25,COMPLETED
923,2021-10-01 00:00:00,3,112.40,COMPLETED
924,2021-10-01 00:00:00,10,112.40,COMPLETED
925,2021-10-01 00:00:00,9,87.50,COMPLETED
926,2021-10-01 00:00:00,5,1066.60,COMPLETED
927,2021-10-01 00:00:00,11,42.99,COMPLETED
928,2021-10-01 00:00:00,9,42.99,COMPLETED
929,2021-10-01 00:00:00,10,87.50,COMPLETED
930,2021-10-01 00:00:00,8,112.40,COMPLETED
931,2021-10-01 00:00:00,10,85.98,COMPLETED
932,2021-10-01 00:00:00,12,175.00,COMPLETED
933,2021-10-01 00:00:00,5,22.88,COMPLETED
934,2021-10-01 00:00:00,11,87.50,COMPLETED
935,2021-10-01 00:00:00,3,87.50,COMPLETED
936,2021-10-01 00:00:00,9,112.40,COMPLETED
937,2021-10-01 00:00:00,9,112.40,COMPLETED
938,2021-10-01 00:00:00,3,1682.70,COMPLETED
939,2021-10-01 00:00:00,3,87.50,COMPLETED
940,2021-10-01 00:00:00,5,915.50,COMPLETED
941,2021-10-01 00:00:00,3,735.60,COMPLETED
942,2021-10-01 00:00:00,1,1471.20,COMPLETED
943,2021-10-01 00:00:00,10,46.77,COMPLETED
944,2021-10-01 00:00:00,5,42.99,COMPLETED
945,2021-10-01 00:00:00,11,915.50,COMPLETED
946,2021-10-01 00:00:00,2,87.50,COMPLETED
947,2021-10-01 00:00:00,2,22.88,COMPLETED
948,2021-10-01 00:00:00,1,480.35,COMPLETED
949,2021-10-01 00:00:00,5,230.99,COMPLETED
950,2021-10-01 00:00:00,9,735.60,COMPLETED
951,2021-10-01 00:00:00,2,42.99,COMPLETED
952,2021-10-01 00:00:00,11,87.50,COMPLETED
953,2021-10-01 00:00:00,11,823.10,COMPLETED
954,2021-10-01 00:00:00,9,87.50,COMPLETED
955,2021-10-01 00:00:00,5,75.55,COMPLETED
956,2021-10-01 00:00:00,9,99.99,COMPLETED
957,2021-10-01 00:00:00,12,75.55,COMPLETED
958,2021-10-01 00:00:00,9,2.25,COMPLETED
959,2021-10-01 00:00:00,2,2.25,COMPLETED
960,2021-10-01 00:00:00,1,175.00,COMPLETED
961,2021-10-01 00:00:00,5,87.50,COMPLETED
962,2021-10-01 00:00:00,12,114.65,COMPLETED
963,2021-10-01 00:00:00,12,112.40,COMPLETED
964,2021-10-01 00:00:00,2,2.25,COMPLETED
965,2021-10-01 00:00:00,8,480.35,COMPLETED
966,2021-10-01 00:00:00,5,2.25,COMPLETED
967,2021-10-01 00:00:00,11,2.25,COMPLETED
968,2021-10-01 00:00:00,11,75.55,COMPLETED
969,2021-10-01 00:00:00,1,480.35,COMPLETED
970,2021-10-01 00:00:00,5,22.88,COMPLETED
971,2021-10-01 00:00:00,5,915.50,COMPLETED
972,2021-10-01 00:00:00,12,915.50,COMPLETED
973,2021-10-01 00:00:00,12,224.80,COMPLETED
974,2021-10-01 00:00:00,3,87.50,COMPLETED
975,2021-10-01 00:00:00,2,89.76,COMPLETED
976,2021-10-01 00:00:00,10,42.99,COMPLETED
977,2021-10-01 00:00:00,9,480.35,COMPLETED
978,2021-10-01 00:00:00,2,4.50,COMPLETED
979,2021-10-01 00:00:00,9,230.99,COMPLETED
980,2021-10-01 00:00:00,11,87.50,COMPLETED
981,2021-10-01 00:00:00,10,46.77,COMPLETED
982,2021-10-01 00:00:00,11,230.99,COMPLETED
983,2021-10-01 00:00:00,10,87.50,COMPLETED
984,2021-10-01 00:00:00,12,46.77,COMPLETED
985,2021-10-01 00:00:00,12,199.98,COMPLETED
986,2021-10-01 00:00:00,11,25.13,COMPLETED
987,2021-10-01 00:00:00,3,4.50,COMPLETED
988,2021-10-01 00:00:00,11,22.88,COMPLETED
989,2021-10-01 00:00:00,10,915.50,COMPLETED
990,2021-10-01 00:00:00,8,480.35,COMPLETED
991,2021-10-01 00:00:00,12,480.35,COMPLETED
992,2021-10-01 00:00:00,5,2.25,COMPLETED
993,2021-10-01 00:00:00,3,1321.70,COMPLETED
994,2021-10-01 00:00:00,1,915.50,COMPLETED
995,2021-10-01 00:00:00,8,480.35,COMPLETED
